latitude,longitude,accuracy,speed,bearing,kf_latitude,kf_longitude,kf_speed_lat,kf_speed_long,kf_covariance_lat,kf_covariance_long,kf_speed_total
42.26809,-71.01382,5,10.22,12.001,42.2680705332476,-71.0137687086527,10.4484041768535,4.427695767656,1.80837475934636,6.18594650148575,11.3478473577066
42.26818,-71.0138,5,10.18,12.001,42.2681667327597,-71.0137414130393,10.3821715058387,4.33454442397863,1.80781301707081,6.18768507932042,11.2506782257823
42.26827,-71.01377,5,10,12.001,42.2682603225423,-71.013714158436,10.2641284115257,4.25295395407732,1.8073590179793,6.18873929862283,11.1103532519804
42.26829,-71.01377,5,9.81,12.001,42.2683266702504,-71.0136943017524,9.4683018678955,4.05590952652165,1.80704211635574,6.18896391892158,10.3004437937849
42.26846,-71.01372,5,10.19,11.975,42.2684262585643,-71.0136677956332,9.73311182008323,4.0141003119026,1.80684698534584,6.1884934978953,10.5283648785678
42.26855,-71.01371,5,9.82,11.975,42.2685237640907,-71.0136459520488,9.8770629480771,3.89269868707958,1.8067410929704,6.1875631055691,10.6164718974181
42.26863,-71.01368,5,9.51,11.975,42.2686156864548,-71.0136230773748,9.83953603455317,3.80342674670039,1.80669163417239,6.18640784958564,10.549053246277
42.26871,-71.01366,5,9.52,11.975,42.268703101232,-71.0136014262929,9.69444352822208,3.70918599053932,1.80667311673752,6.18521586341189,10.3798023119085
42.26879,-71.01364,5,9.5,11.975,42.2687870603821,-71.0135807516824,9.49566809462919,3.61439095115456,1.80666887797124,6.18411436512038,10.1602920485165
42.26889,-71.01361,5,9.82,11.975,42.2688757811129,-71.0135580376515,9.47071578370814,3.57740696373335,1.80666961396934,6.1831738349594,10.1238479858178
42.26896,-71.01359,5,10.06,11.975,42.2689576243036,-71.013535995524,9.2743133225706,3.54052705316699,1.80667102159708,6.18242024781765,9.92714558266463
42.2691,-71.01354,5,10.67,12.244,42.2690595038301,-71.0135067189252,9.64895921939996,3.64530414685351,1.8066716608546,6.18184919680632,10.3145846421807
42.26919,-71.01352,5,10.37,12.121,42.2691590567633,-71.0134793861906,9.86901191681979,3.69269623011199,1.80667143633959,6.18143858824087,10.5372388063579
42.26927,-71.01349,5,10.29,12.121,42.2692527127205,-71.0134511876844,9.88125245909145,3.74483320643684,1.80667070090232,6.18115849526265,10.5670679899551
42.26936,-71.01347,5,10.25,12.121,42.2693451096187,-71.0134247464123,9.85767344348513,3.7572689453706,1.80666982385318,6.18097791952162,10.5494452767071
42.26946,-71.01345,5,10.5,12.121,42.2694401490947,-71.0133996010468,9.90926981777378,3.75083180155167,1.80666904305251,6.18086882927633,10.5953936937225
42.26957,-71.01341,5,10.62,12.121,42.2695408799917,-71.0133707133522,10.0960576053857,3.81147416486043,1.80666845825795,6.18080809653548,10.7915575558241
42.26963,-71.01339,5,10.63,12.121,42.2696278916359,-71.0133436588775,9.88068145428772,3.83069841864729,1.80666807520562,6.18077798809449,10.5972692886296
42.26977,-71.01335,5,10.35,12.014,42.2697328683572,-71.0133135379563,10.1835625096073,3.89275211980271,1.80666785369961,6.18076578015843,10.9022229133928
42.26986,-71.01333,5,10.42,12.014,42.2698340565923,-71.013285493256,10.3132327641612,3.91028666674277,1.80666774193728,6.18076293421877,11.0296469510077
42.26995,-71.0133,5,10.09,12.014,42.2699318667441,-71.0132571576944,10.3220809139317,3.92275285064658,1.80666769483621,6.18076413592724,11.0423432441221
42.27004,-71.01328,5,10.31,12.014,42.2700269205807,-71.0132306131322,10.257924351706,3.90732035482508,1.80666768040625,6.18076638145659,10.976892290651
42.27012,-71.01325,5,10.59,12.014,42.2701162159596,-71.0132030541505,10.0611989109251,3.9176632963541,1.80666767931454,6.18076820604073,10.7970277960558
42.27022,-71.01323,5,10.63,12.014,42.2702083322376,-71.0131772676423,9.98658476575121,3.89700197448957,1.80666768167768,6.18076908744128,10.7200046489127
42.27029,-71.0132,5,10.63,12.014,42.2702920587645,-71.0131505604087,9.71287945032744,3.8955430970259,1.80666768350341,6.18076901901475,10.4649550040781
42.27039,-71.01316,5,10.47,12.726,42.2703802419169,-71.0131207439715,9.62408940611389,3.94307639543076,1.80666768387406,6.18076822721258,10.4005263500016
42.2705,-71.01313,5,10.49,12.726,42.2704758359192,-71.0130905859947,9.74961746151286,3.98854967307781,1.80666768312631,6.18076700107959,10.5339246788861
42.2706,-71.01312,5,10.52,12.726,42.2705736948779,-71.0130651186691,9.90283918848002,3.94722651332203,1.80666768187459,6.18076560180021,10.6605263069122
42.27069,-71.01307,5,9.9,12.726,42.2706694770425,-71.0130343812212,9.96213415798401,3.98941379121048,1.80666768060212,6.18076422490497,10.7312412785834
42.27072,-71.01305,5,9.26,12.726,42.2707417495185,-71.0130066223792,9.39483376695538,3.96033193655232,1.80666767956652,6.18076299385765,10.1954465599306
42.27086,-71.013,5,8.17,12.979,42.2708353823085,-71.0129745149389,9.51929298385411,3.9869689113239,1.80666767884204,6.1807619698349,10.3205067710998
42.27093,-71.01298,5,8.17,12.979,42.2709211403223,-71.012945244862,9.40861488292363,3.96087326173554,1.80666767839637,6.18076116775649,10.2083569202249
42.27097,-71.01296,5,6.86,12.979,42.2709896545428,-71.0129195870019,8.87375956754534,3.85060816354427,1.80666767815562,6.18076057270582,9.67319968220217
42.27097,-71.01296,5,5.69,12.979,42.2710304502279,-71.0129019609639,7.74877507344116,3.5988330203442,1.80666767804441,6.18076015378963,8.5437178234714
42.27097,-71.01296,5,3.92,12.979,42.2710503375797,-71.0128917443711,6.35474126923937,3.22813312387879,1.80666767800399,6.18075987438181,7.12766301563545
42.27099,-71.01276,13.919,4.34,82.774,42.2710865649102,-71.0128616635724,5.78152903749741,3.18819224527485,2.35100800122673,7.8768685462606,6.60232139510464
42.27101,-71.01282,5,4.44,91.077,42.2710839131782,-71.0128326202659,4.40750932732219,3.12354144327807,2.1018480156659,7.32786778446951,5.40209677979836
42.271,-71.01281,5,6.06,91.077,42.2710758781751,-71.0128092254139,3.25950242350168,2.97692588554292,1.95707571564606,6.9390390845295,4.41434522628541
42.271,-71.01276,5,5.68,91.077,42.2710667052431,-71.0127793702145,2.33860715368606,2.9590292064449,1.87570632028798,6.66576956363939,3.77159611621732
42.27101,-71.01268,5,5.71,69.034,42.2710604266326,-71.0127347490274,1.69400570552019,3.23173568394005,1.83362225506858,6.47785179159323,3.64880403162275
42.27103,-71.01263,5,4.38,45.106,42.2710596544838,-71.0126865802997,1.30552611749487,3.54211626651614,1.81464559103907,6.3528803157324,3.77504782605194
42.27105,-71.01259,10,4.15,28.068,42.2710669918906,-71.0126495895443,1.20161181786236,3.62980568934708,2.20689770925121,7.72783995021377,3.82352720707502
42.27107,-71.01255,10,3.59,20.797,42.2710758541524,-71.0126111442226,1.15408300496252,3.71781632941736,2.54449540493187,9.19899811065167,3.89282234909656
42.27112,-71.01254,10,3.98,14.473,42.2710955560293,-71.0125734920565,1.37532791313348,3.78677809246356,2.78828095283153,10.658073207055,4.0287982315085
42.27126,-71.01247,10,8.69,14.473,42.2711531086531,-71.0125238084892,2.43139376732057,4.12561027237733,2.94037714826553,12.0111476264611,4.78877184373098
42.27137,-71.01241,10,9.32,14.509,42.2712338840649,-71.0124684667691,3.75087133853206,4.50032091036463,3.02350414562236,13.1936073108015,5.85849162280585
42.27146,-71.01238,10,9.15,13.998,42.2713256456793,-71.0124137034512,5.00112544767828,4.80050611456422,3.0629427273175,14.1742982791296,6.93225177697577
42.27155,-71.01234,10,10.2,13.998,42.2714243735732,-71.0123571035829,6.12627073718988,5.10202131115948,3.07840666361093,14.9508434085234,7.9725663750686
42.27165,-71.01231,10,10.14,13.998,42.271529918192,-71.012302738395,7.15327971108987,5.32847490896009,3.08266961884821,15.5406320688487,8.91975646979822
42.27173,-71.01228,5,9.59,13.997,42.2716560988712,-71.0122609872901,8.40319052387064,5.3523999236139,2.35643730279637,10.7978189346502,9.96302142538956
42.27182,-71.01225,5,9.87,17.772,42.2717656008408,-71.0122218063654,9.08012734752539,5.34216909954729,2.04307005103892,8.68415055479204,10.5350597214936
42.2719,-71.01221,5,9.88,17.772,42.2718649071849,-71.0121810711649,9.40208576729037,5.34879974642672,1.90006212179691,7.55480974341727,10.8170640888764
42.27198,-71.01218,5,9.54,17.772,42.2719581082386,-71.0121427179101,9.51294250574234,5.30448323985324,1.83973068023259,6.91348945483971,10.8919060572263
42.27205,-71.01215,5,9.34,17.772,42.2720432714397,-71.0121062839378,9.39720243673118,5.22329552482411,1.81888099119723,6.54953123526453,10.7512896796874
42.27212,-71.01212,5,9.5,17.772,42.2721223072192,-71.0120713449512,9.15405219014578,5.12554263706407,1.81439354172906,6.35194568015425,10.491323025447
42.2722,-71.01208,5,9.53,17.772,42.2722003946867,-71.0120353935017,8.94836067537984,5.05321652659681,1.81475531666433,6.25392678206396,10.2765828971188
42.27225,-71.01207,5,9.23,17.772,42.2722671551073,-71.0120064362592,8.49828551659176,4.86359353735267,1.81524824499716,6.21279157608026,9.79159837912544
42.27236,-71.01202,5,9.39,15.322,42.2723470866082,-71.0119730521506,8.49941691036867,4.78334506841659,1.81465959113186,6.20126669970491,9.75297277038167
42.27243,-71.012,5,9.12,15.322,42.2724233958845,-71.0119436799206,8.4051691076225,4.64022403285345,1.81320991707632,6.20268635842892,9.60096593071772
42.2725,-71.01199,5,8.44,15.322,42.2724968479102,-71.0119205666403,8.25760329682462,4.39918291466127,1.81145597055261,6.20769444267782,9.35632526820099
42.27258,-71.01197,5,8.3,15.322,42.2725718720803,-71.0118997721056,8.1869397650774,4.1573082691203,1.80983805045521,6.21174256564437,9.18200385327199
42.27267,-71.01194,5,9.08,15.936,42.2726520578029,-71.0118774379613,8.27209858858829,3.99982253125225,1.80857545327104,6.21320511393461,9.18837283423118
42.27275,-71.0119,5,8.83,15.936,42.2727326001766,-71.0118518606339,8.34435356377561,3.91994962714468,1.80770879591935,6.21203957922214,9.21923215222648
42.27283,-71.01187,5,9.48,15.936,42.2728134024715,-71.0118250770828,8.40809819967965,3.88806263633434,1.80717824328699,6.20890774472451,9.26353854633937
42.27293,-71.01183,5,10.27,16.873,42.272901634418,-71.0117945455118,8.6543515508346,3.94075889502654,1.80688904014261,6.20465318809243,9.50933128217563
42.27304,-71.01179,5,11.19,16.873,42.2729991538992,-71.0117605517006,9.08438337822825,4.06195846028368,1.80675118236886,6.20003015765739,9.95115711340646
42.27314,-71.01175,5,11.19,16.873,42.2730998651033,-71.0117243640727,9.49051392656748,4.19923901420445,1.80669638615111,6.19559428185539,10.3780278901527
42.27323,-71.01171,5,11.17,16.873,42.2731988718961,-71.011686449049,9.75158143775304,4.34149740133745,1.80668049711648,6.19168717847393,10.6743590075915
42.27333,-71.01167,5,10.76,16.873,42.2732995833836,-71.011647545981,9.99030928268752,4.46731389495693,1.80667891870159,6.18846800817362,10.9436361872929
42.27341,-71.01164,5,10.58,16.873,42.2733940646235,-71.0116102674062,10.0074193250235,4.54002213597419,1.8066801761693,6.18596222665771,10.9890965298331
42.27348,-71.01161,5,10.47,16.873,42.2734797783711,-71.0115744590108,9.79240157719034,4.57290857087393,1.8066802685456,6.18411052214706,10.8075261483159
42.27358,-71.01157,5,10.56,16.873,42.2735695167564,-71.0115373413201,9.73552315155345,4.6241105195525,1.80667871427183,6.18280962590167,10.7778851882672
42.27365,-71.01154,5,10.41,16.873,42.2736518016763,-71.0115018142646,9.4987879461324,4.63635100956814,1.8066762344136,6.18194218228706,10.5698970254924
42.27372,-71.01151,5,10.15,16.873,42.2737283531041,-71.0114678088337,9.17096621476892,4.61530442606079,1.80667363889649,6.18139600986435,10.2668230849494
42.27382,-71.01147,5,10.3,16.873,42.2738116445332,-71.011432312571,9.0999653359131,4.62626635372416,1.80667144120397,6.18107460955548,10.2084136617998
42.2739,-71.01144,5,10.4,16.873,42.2738933792847,-71.0113980231046,9.00664103504961,4.61691590391383,1.80666983356758,6.18090126399383,10.1210421992032
42.27399,-71.0114,5,9.67,16.873,42.2739775166025,-71.0113630152639,8.99563448260824,4.60632360797414,1.80666879151634,6.18081896152574,10.1064166214376
42.27406,-71.01136,5,8.73,16.873,42.274056376576,-71.011327657878,8.84641231848523,4.58413106402625,1.80666818940265,6.18078797739486,9.96359716773102
42.27412,-71.01133,5,7.8,16.873,42.2741275159319,-71.0112945689244,8.52994615468793,4.50818561894914,1.80666788221072,6.18078245432825,9.64799041131236
42.2742,-71.0113,5,7.57,16.873,42.2742001401973,-71.011262889642,8.32953561560444,4.4168168057191,1.80666774814173,6.18078686223895,9.42811933881331
42.27419,-71.01131,5,3.2,16.873,42.2742413267522,-71.0112458747974,7.34454297364766,4.0027400464482,1.80666770213083,6.18079283876311,8.36446288599558
42.27421,-71.0113,5,2.53,16.873,42.2742695199713,-71.0112336051789,6.26408061092244,3.56646242137725,1.80666769309857,6.18079663566362,7.20821476533757
